PlotId, DensityPreFire ,DensityPostfire,DensityKilled,BAPre sq/ft,BAPost sq/ft,BAKld sq/ft,CanCov Prefire,CanCov Postfire,CanCov Diff,DBHKldAvg (inch),MortAvg4 percent,MortAvg percent 
CS-PIGL-30-100-10-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIMA-30-100-10-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIPU-30-100-10-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIRU-30-100-10-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PISI-30-100-10-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIAL-30-100-10-3,100,91,9,491,448,43,60,57,3,30,9,9
CS-PIAT-30-100-10-3,100,86,14,491,422,69,65,60,6,30,14,14
CS-PIBA2-30-100-10-3,100,92,8,491,453,38,56,53,3,30,8,8
CS-PICL-30-100-10-3,100,90,10,491,440,51,56,52,4,30,10,10
CS-PICO-30-100-10-3,100,91,9,491,448,43,56,53,3,30,9,9
CS-PIEC2-30-100-10-3,100,91,9,491,446,45,68,65,4,30,9,9
CS-PIEL-30-100-10-3,100,96,4,491,471,20,68,67,2,30,4,4
CS-PIFL2-30-100-10-3,100,86,14,491,422,69,60,55,6,30,14,14
CS-PIGL2-30-100-10-3,100,90,10,491,440,51,56,52,4,30,10,10
CS-PIJE-30-100-10-3,100,94,6,491,460,31,73,71,2,30,6,6
CS-PILA-30-100-10-3,100,89,11,491,435,56,68,64,4,30,11,11
CS-PIMO3-30-100-10-3,100,90,10,491,440,51,52,48,4,30,10,10
CS-PIPA2-30-100-10-3,100,100,0,491,491,0,68,68,0,0,0,0
CS-PIPO-30-100-10-3,100,94,6,491,460,31,68,66,2,30,6,6
CS-PIPU5-30-100-10-3,100,92,8,491,453,38,56,53,3,30,8,8
CS-PIRE-30-100-10-3,100,93,7,491,458,33,56,53,2,30,7,7
CS-PIRI-30-100-10-3,100,94,6,491,461,30,56,54,2,30,6,6
CS-PISA2-30-100-10-3,100,88,12,491,434,57,68,64,5,30,12,12
CS-PISE-30-100-10-3,100,97,3,491,475,16,56,55,1,30,3,3
CS-PIST-30-100-10-3,100,94,6,491,461,30,52,50,2,30,6,6
CS-PISY-30-100-10-3,100,86,14,491,422,69,56,50,5,30,14,14
CS-PITA-30-100-10-3,100,95,5,491,469,22,68,66,2,30,5,5
CS-PIVI2-30-100-10-3,100,88,12,491,434,57,56,51,4,30,12,12
CS-PLOC-30-100-10-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-POBA2-30-100-10-3,100,92,8,491,453,38,88,86,2,30,8,8
CS-POGR4-30-100-10-3,100,92,8,491,451,40,81,79,3,30,8,8
CS-POHE4-30-100-10-3,100,95,5,491,467,24,88,87,1,30,5,5
CS-POTR12-30-100-10-3,100,92,8,491,452,39,81,79,3,30,8,8
CS-PRAM-30-100-10-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-PREM-30-100-10-3,100,97,3,491,475,16,64,63,1,30,3,3
CS-PRPE2-30-100-10-3,100,94,6,491,461,30,64,62,2,30,6,6
CS-PRSE2-30-100-10-3,100,86,14,491,422,69,64,58,6,30,14,14
CS-PRVI-30-100-10-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-PSME-30-100-10-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-QUAG-30-100-10-3,100,95,5,491,467,24,98,97,0,30,5,5
CS-QUBI-30-100-10-3,100,94,6,491,461,30,98,97,1,30,6,6
CS-QUCH2-30-100-10-3,100,79,21,491,386,105,98,95,3,30,21,21
CS-QUDU-30-100-10-3,100,88,12,491,434,57,98,96,1,30,12,12
CS-QUEL-30-100-10-3,100,91,9,491,448,43,98,97,1,30,9,9
CS-QUFA-30-100-10-3,100,94,6,491,460,31,98,97,1,30,6,6
CS-QUGA4-30-100-10-3,100,85,15,491,417,74,98,96,2,30,15,15
CS-QUIM-30-100-10-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QUIN-30-100-10-3,100,91,9,491,448,43,98,97,1,30,9,9
CS-QUKE-30-100-10-3,100,86,14,491,422,69,98,96,2,30,14,14
CS-QULA2-30-100-10-3,100,91,9,491,446,45,98,97,1,30,9,9
CS-QULA3-30-100-10-3,100,90,10,491,443,48,98,97,1,30,10,10
CS-QULO-30-100-10-3,100,93,7,491,458,33,98,97,1,30,7,7
CS-QULY-30-100-10-3,100,92,8,491,451,40,98,97,1,30,8,8
CS-QUMA2-30-100-10-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUMI-30-100-10-3,100,94,6,491,462,29,98,97,1,30,6,6
CS-QUMU-30-100-10-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUNI-30-100-10-3,100,90,10,491,443,48,98,97,1,30,10,10
CS-QUTE-30-100-10-3,100,86,14,491,422,69,98,96,2,30,14,14
CS-QUPA2-30-100-10-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QUPH-30-100-10-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QURU-30-100-10-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUSH-30-100-10-3,100,91,9,491,446,45,98,97,1,30,9,9
CS-QUESPP-30-100-10-3,100,94,6,491,461,30,98,97,1,30,6,6
CS-QUST-30-100-10-3,100,94,6,491,460,31,98,97,1,30,6,6
CS-QUVI-30-100-10-3,100,93,7,491,458,33,98,97,1,30,7,7
CS-QUWI2-30-100-10-3,100,89,11,491,437,54,98,96,1,30,11,11
CS-ROPS-30-100-10-3,100,95,5,491,466,25,73,71,2,30,5,5
CS-SABE2-30-100-10-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-SANI-30-100-10-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-SALSPP-30-100-10-3,100,93,7,491,455,36,64,61,3,30,7,7
CS-SOAM3-30-100-10-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-TABR2-30-100-10-3,100,80,20,491,393,98,64,56,8,30,20,20
CS-TADI2-30-100-10-3,100,80,20,491,393,98,73,65,8,30,20,20
CS-TAAS-30-100-10-3,100,93,7,491,456,34,73,71,3,30,7,7
CS-THOC2-30-100-10-3,100,80,20,491,393,98,72,64,8,30,20,20
CS-THPL-30-100-10-3,100,90,10,491,440,51,72,68,4,30,10,10
CS-TIAM-30-100-10-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-TSCA-30-100-10-3,100,92,8,491,451,40,83,81,3,30,8,8
CS-TSHE-30-100-10-3,100,92,8,491,453,38,83,81,2,30,8,8
CS-TSME-30-100-10-3,100,92,8,491,453,38,57,54,3,30,8,8
CS-ULAL-30-100-10-3,100,87,13,491,426,65,73,68,5,30,13,13
CS-ULAM-30-100-10-3,100,87,13,491,426,65,73,68,5,30,13,13
CS-ULPU-30-100-10-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-ULRU-30-100-10-3,100,88,12,491,430,61,73,69,5,30,12,12
CS-ULMSPP-30-100-10-3,100,92,8,491,451,40,73,70,3,30,8,8
CS-ULTH-30-100-10-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-UMCA-30-100-10-3,100,81,19,491,400,91,73,66,7,30,19,19
CS-ABAM-30-100-80-3,100,94,6,491,464,27,62,60,2,30,6,6
CS-ABBA-30-100-80-3,100,87,13,491,426,65,60,55,5,30,13,13
CS-ABCO-30-100-80-3,100,97,3,491,477,14,60,59,1,30,3,3
CS-ABGR-30-100-80-3,100,84,16,491,415,76,70,64,6,30,16,16
CS-ABLA-30-100-80-3,100,84,16,491,415,76,47,42,6,30,16,16
CS-ABMA-30-100-80-3,100,91,9,491,446,44,59,56,3,30,9,9
CS-ABPR-30-100-80-3,100,94,6,491,461,30,70,68,2,30,6,6
CS-ACBA3-30-100-80-3,100,85,15,491,417,74,88,83,5,30,15,15
CS-ACMA3-30-100-80-3,100,79,21,491,386,105,88,81,7,30,21,21
CS-ACNE2-30-100-80-3,100,89,11,491,437,54,88,85,3,30,11,11
CS-ACNI5-30-100-80-3,100,90,10,491,440,51,88,85,3,30,10,10
CS-ACPE-30-100-80-3,100,94,6,491,461,30,88,86,2,30,6,6
CS-ACSA2-30-100-80-3,100,87,13,491,426,65,88,84,4,30,13,13
CS-ACSA3-30-100-80-3,100,88,12,491,434,57,88,85,3,30,12,12
CS-ACSP2-30-100-80-3,100,92,8,491,453,38,88,86,2,30,8,8
CS-AEGL-30-100-80-3,100,90,10,491,443,48,73,70,4,30,10,10
CS-AEFL-30-100-80-3,100,95,5,491,467,24,73,72,2,30,5,5
CS-AIAL-30-100-80-3,100,95,5,491,467,24,73,72,2,30,5,5
CS-ALRH2-30-100-80-3,100,69,31,491,339,152,90,80,10,30,31,31
CS-ALRU2-30-100-80-3,100,69,31,491,339,152,90,80,10,30,31,31
CS-AMAR3-30-100-80-3,100,95,5,491,467,24,73,72,2,30,5,5
CS-ARME-30-100-80-3,100,97,3,491,474,17,73,72,1,30,3,3
CS-BEAL2-30-100-80-3,100,87,13,491,426,65,82,77,5,30,13,13
CS-BELE-30-100-80-3,100,86,14,491,422,69,82,77,5,30,14,14
CS-BENI-30-100-80-3,100,85,15,491,417,74,82,76,5,30,15,15
CS-BEOC2-30-100-80-3,100,69,31,491,339,152,82,69,13,30,31,31
CS-BEPA-30-100-80-3,100,69,31,491,339,152,82,69,13,30,31,31
CS-BETSPP-30-100-80-3,100,69,31,491,339,152,82,69,13,30,31,31
CS-CEOC-30-100-80-3,100,90,10,491,440,51,82,78,4,30,10,10
CS-CACA18-30-100-80-3,100,86,14,491,422,69,73,68,5,30,14,14
CS-CAAL27-30-100-80-3,100,93,7,491,458,33,73,71,2,30,7,7
CS-CACOL3-30-100-80-3,100,91,9,491,446,45,73,70,3,30,9,9
CS-CAGL8-30-100-80-3,100,91,9,491,446,45,73,70,3,30,9,9
CS-CAIL2-30-100-80-3,100,90,10,491,443,48,73,70,4,30,10,10
CS-CALA21-30-100-80-3,100,93,7,491,458,33,73,71,2,30,7,7
CS-CAOV2-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-CARSPP-30-100-80-3,100,94,6,491,460,31,73,71,2,30,6,6
CS-CATE9-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-CADE12-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-CELA-30-100-80-3,100,90,10,491,443,48,73,70,4,30,10,10
CS-CECA4-30-100-80-3,100,90,10,491,440,51,73,69,4,30,10,10
CS-CHLA-30-100-80-3,100,98,2,491,480,11,57,57,1,30,2,2
CS-CHNO-30-100-80-3,100,75,25,491,369,122,57,47,10,30,25,25
CS-CHTH2-30-100-80-3,100,80,20,491,393,98,57,49,8,30,20,20
CS-CHCHC4-30-100-80-3,100,94,6,491,461,30,98,97,1,30,6,6
CS-CONU4-30-100-80-3,100,97,3,491,475,16,98,97,0,30,3,3
CS-CRASPP-30-100-80-3,100,97,3,491,475,16,64,63,1,30,3,3
CS-DIVI5-30-100-80-3,100,93,7,491,455,36,73,71,3,30,7,7
CS-FAGR-30-100-80-3,100,80,20,491,393,98,73,65,8,30,20,20
CS-FRAM2-30-100-80-3,100,93,7,491,456,34,73,71,3,30,7,7
CS-FRNI-30-100-80-3,100,90,10,491,440,51,73,69,4,30,10,10
CS-FRPE-30-100-80-3,100,92,8,491,451,40,73,70,3,30,8,8
CS-FRPR-30-100-80-3,100,91,9,491,446,45,73,70,3,30,9,9
CS-FRQU-30-100-80-3,100,86,14,491,422,69,73,68,5,30,14,14
CS-FRASPP-30-100-80-3,100,93,7,491,456,34,73,71,3,30,7,7
CS-GLTR-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-GOLA-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-GYDI-30-100-80-3,100,87,13,491,426,65,73,68,5,30,13,13
CS-HALSPP-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-ILOP-30-100-80-3,100,93,7,491,456,34,73,71,3,30,7,7
CS-JUCI-30-100-80-3,100,93,7,491,455,36,73,71,3,30,7,7
CS-JUNI-30-100-80-3,100,93,7,491,455,36,73,71,3,30,7,7
CS-JUOC-30-100-80-3,100,94,6,491,461,30,64,62,2,30,6,6
CS-JUVI-30-100-80-3,100,92,8,491,453,38,72,69,3,30,8,8
CS-LALA-30-100-80-3,100,87,13,491,426,65,52,47,5,30,13,13
CS-LALY-30-100-80-3,100,95,5,491,467,24,55,53,2,30,5,5
CS-LAOC-30-100-80-3,100,100,0,491,489,2,52,52,0,30,0,0
CS-CADE27-30-100-80-3,100,99,1,491,484,7,72,71,1,30,1,1
CS-LIST2-30-100-80-3,100,97,3,491,474,17,73,72,1,30,3,3
CS-LITU-30-100-80-3,100,95,5,491,467,24,73,72,2,30,5,5
CS-LIDE3-30-100-80-3,100,95,5,491,469,22,73,72,2,30,5,5
CS-MAPO-30-100-80-3,100,91,9,491,446,45,73,70,3,30,9,9
CS-MAAC-30-100-80-3,100,90,10,491,443,48,73,70,4,30,10,10
CS-MAGR4-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-MAMA2-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-MAGSPP-30-100-80-3,100,92,8,491,451,40,73,70,3,30,8,8
CS-MAVI2-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-MALPRU-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-MALSPP-30-100-80-3,100,93,7,491,458,33,73,71,2,30,7,7
CS-MOAL-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-MORU2-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-MORSPP-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-NYAQ2-30-100-80-3,100,96,4,491,472,19,73,72,1,30,4,4
CS-NYOG-30-100-80-3,100,96,4,491,472,19,73,72,1,30,4,4
CS-NYBI-30-100-80-3,100,96,4,491,472,19,73,72,1,30,4,4
CS-OSVI-30-100-80-3,100,91,9,491,446,45,73,70,3,30,9,9
CS-PATO2-30-100-80-3,100,95,5,491,467,24,73,72,2,30,5,5
CS-PEBO-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-PIAB-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIEN-30-100-80-3,100,48,52,491,235,256,51,29,22,30,52,52
CS-PIGL-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIMA-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIPU-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIRU-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PISI-30-100-80-3,100,20,80,491,98,393,51,13,37,30,80,80
CS-PIAL-30-100-80-3,100,91,9,491,448,43,60,57,3,30,9,9
CS-PIAT-30-100-80-3,100,86,14,491,422,69,65,60,6,30,14,14
CS-PIBA2-30-100-80-3,100,92,8,491,453,38,56,53,3,30,8,8
CS-PICL-30-100-80-3,100,90,10,491,440,51,56,52,4,30,10,10
CS-PICO-30-100-80-3,100,91,9,491,448,43,56,53,3,30,9,9
CS-PIEC2-30-100-80-3,100,91,9,491,446,45,68,65,4,30,9,9
CS-PIEL-30-100-80-3,100,96,4,491,471,20,68,67,2,30,4,4
CS-PIFL2-30-100-80-3,100,86,14,491,422,69,60,55,6,30,14,14
CS-PIGL2-30-100-80-3,100,90,10,491,440,51,56,52,4,30,10,10
CS-PIJE-30-100-80-3,100,94,6,491,460,31,73,71,2,30,6,6
CS-PILA-30-100-80-3,100,89,11,491,435,56,68,64,4,30,11,11
CS-PIMO3-30-100-80-3,100,90,10,491,440,51,52,48,4,30,10,10
CS-PIPA2-30-100-80-3,100,100,0,491,491,0,68,68,0,0,0,0
CS-PIPO-30-100-80-3,100,94,6,491,460,31,68,66,2,30,6,6
CS-PIPU5-30-100-80-3,100,92,8,491,453,38,56,53,3,30,8,8
CS-PIRE-30-100-80-3,100,93,7,491,458,33,56,53,2,30,7,7
CS-PIRI-30-100-80-3,100,94,6,491,461,30,56,54,2,30,6,6
CS-PISA2-30-100-80-3,100,88,12,491,434,57,68,64,5,30,12,12
CS-PISE-30-100-80-3,100,97,3,491,475,16,56,55,1,30,3,3
CS-PIST-30-100-80-3,100,94,6,491,461,30,52,50,2,30,6,6
CS-PISY-30-100-80-3,100,86,14,491,422,69,56,50,5,30,14,14
CS-PITA-30-100-80-3,100,95,5,491,469,22,68,66,2,30,5,5
CS-PIVI2-30-100-80-3,100,88,12,491,434,57,56,51,4,30,12,12
CS-PLOC-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-POBA2-30-100-80-3,100,92,8,491,453,38,88,86,2,30,8,8
CS-POGR4-30-100-80-3,100,92,8,491,451,40,81,79,3,30,8,8
CS-POHE4-30-100-80-3,100,95,5,491,467,24,88,87,1,30,5,5
CS-POTR12-30-100-80-3,100,92,8,491,452,39,81,79,3,30,8,8
CS-PRAM-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-PREM-30-100-80-3,100,97,3,491,475,16,64,63,1,30,3,3
CS-PRPE2-30-100-80-3,100,94,6,491,461,30,64,62,2,30,6,6
CS-PRSE2-30-100-80-3,100,86,14,491,422,69,64,58,6,30,14,14
CS-PRVI-30-100-80-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-PSME-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-QUAG-30-100-80-3,100,95,5,491,467,24,98,97,0,30,5,5
CS-QUBI-30-100-80-3,100,94,6,491,461,30,98,97,1,30,6,6
CS-QUCH2-30-100-80-3,100,79,21,491,386,105,98,95,3,30,21,21
CS-QUDU-30-100-80-3,100,88,12,491,434,57,98,96,1,30,12,12
CS-QUEL-30-100-80-3,100,91,9,491,448,43,98,97,1,30,9,9
CS-QUFA-30-100-80-3,100,94,6,491,460,31,98,97,1,30,6,6
CS-QUGA4-30-100-80-3,100,85,15,491,417,74,98,96,2,30,15,15
CS-QUIM-30-100-80-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QUIN-30-100-80-3,100,91,9,491,448,43,98,97,1,30,9,9
CS-QUKE-30-100-80-3,100,86,14,491,422,69,98,96,2,30,14,14
CS-QULA2-30-100-80-3,100,91,9,491,446,45,98,97,1,30,9,9
CS-QULA3-30-100-80-3,100,90,10,491,443,48,98,97,1,30,10,10
CS-QULO-30-100-80-3,100,93,7,491,458,33,98,97,1,30,7,7
CS-QULY-30-100-80-3,100,92,8,491,451,40,98,97,1,30,8,8
CS-QUMA2-30-100-80-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUMI-30-100-80-3,100,94,6,491,462,29,98,97,1,30,6,6
CS-QUMU-30-100-80-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUNI-30-100-80-3,100,90,10,491,443,48,98,97,1,30,10,10
CS-QUTE-30-100-80-3,100,86,14,491,422,69,98,96,2,30,14,14
CS-QUPA2-30-100-80-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QUPH-30-100-80-3,100,93,7,491,455,36,98,97,1,30,7,7
CS-QURU-30-100-80-3,100,93,7,491,456,34,98,97,1,30,7,7
CS-QUSH-30-100-80-3,100,91,9,491,446,45,98,97,1,30,9,9
CS-QUESPP-30-100-80-3,100,94,6,491,461,30,98,97,1,30,6,6
CS-QUST-30-100-80-3,100,94,6,491,460,31,98,97,1,30,6,6
CS-QUVI-30-100-80-3,100,93,7,491,458,33,98,97,1,30,7,7
CS-QUWI2-30-100-80-3,100,89,11,491,437,54,98,96,1,30,11,11
CS-ROPS-30-100-80-3,100,95,5,491,466,25,73,71,2,30,5,5
CS-SABE2-30-100-80-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-SANI-30-100-80-3,100,92,8,491,453,38,64,61,3,30,8,8
CS-SALSPP-30-100-80-3,100,93,7,491,455,36,64,61,3,30,7,7
CS-SOAM3-30-100-80-3,100,92,8,491,453,38,73,70,3,30,8,8
CS-TABR2-30-100-80-3,100,80,20,491,393,98,64,56,8,30,20,20
CS-TADI2-30-100-80-3,100,80,20,491,393,98,73,65,8,30,20,20
CS-TAAS-30-100-80-3,100,93,7,491,456,34,73,71,3,30,7,7
CS-THOC2-30-100-80-3,100,80,20,491,393,98,72,64,8,30,20,20
CS-THPL-30-100-80-3,100,90,10,491,440,51,72,68,4,30,10,10
CS-TIAM-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-TSCA-30-100-80-3,100,92,8,491,451,40,83,81,3,30,8,8
CS-TSHE-30-100-80-3,100,92,8,491,453,38,83,81,2,30,8,8
CS-TSME-30-100-80-3,100,92,8,491,453,38,57,54,3,30,8,8
CS-ULAL-30-100-80-3,100,87,13,491,426,65,73,68,5,30,13,13
CS-ULAM-30-100-80-3,100,87,13,491,426,65,73,68,5,30,13,13
CS-ULPU-30-100-80-3,100,91,9,491,448,43,73,70,3,30,9,9
CS-ULRU-30-100-80-3,100,88,12,491,430,61,73,69,5,30,12,12
CS-ULMSPP-30-100-80-3,100,92,8,491,451,40,73,70,3,30,8,8
CS-ULTH-30-100-80-3,100,88,12,491,434,57,73,69,4,30,12,12
CS-UMCA-30-100-80-3,100,81,19,491,400,91,73,66,7,30,19,19
CS-ABAM-5-25-30-7,100,35,65,14,5,9,14,5,9,5,65,65
CS-ABBA-5-25-30-7,100,26,74,14,4,10,13,4,10,5,74,74
CS-ABCO-5-25-30-7,100,97,3,14,13,0,13,13,0,5,3,3
CS-ABGR-5-25-30-7,100,84,16,14,12,2,16,14,2,5,16,16
CS-ABLA-5-25-30-7,100,84,16,14,12,2,10,8,1,5,16,16
CS-ABMA-5-25-30-7,100,91,9,14,12,1,11,10,1,5,9,9
CS-ABPR-5-25-30-7,100,34,66,14,5,9,12,4,8,5,66,66
CS-ACBA3-5-25-30-7,100,25,75,14,3,10,35,10,25,5,75,75
CS-ACMA3-5-25-30-7,100,23,77,14,3,11,35,9,26,5,77,77
CS-ACNE2-5-25-30-7,100,28,72,14,4,10,35,11,24,5,72,72
CS-ACNI5-5-25-30-7,100,28,72,14,4,10,35,11,23,5,72,72
CS-ACPE-5-25-30-7,100,34,66,14,5,9,35,14,21,5,66,66
CS-ACSA2-5-25-30-7,100,26,74,14,4,10,35,11,24,5,74,74
CS-ACSA3-5-25-30-7,100,27,73,14,4,10,35,11,24,5,73,73
CS-ACSP2-5-25-30-7,100,31,69,14,4,9,35,12,22,5,69,69
CS-AEGL-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-AEFL-5-25-30-7,100,37,63,14,5,9,18,7,11,5,63,63
CS-AIAL-5-25-30-7,100,37,63,14,5,9,18,7,11,5,63,63
CS-ALRH2-5-25-30-7,100,20,80,14,3,11,34,8,26,5,80,80
CS-ALRU2-5-25-30-7,100,20,80,14,3,11,34,8,26,5,80,80
CS-AMAR3-5-25-30-7,100,37,63,14,5,9,18,7,11,5,63,63
CS-ARME-5-25-30-7,100,42,58,14,6,8,18,8,10,5,58,58
CS-BEAL2-5-25-30-7,100,26,74,14,4,10,26,8,18,5,74,74
CS-BELE-5-25-30-7,100,26,74,14,4,10,26,7,18,5,74,74
CS-BENI-5-25-30-7,100,25,75,14,3,10,26,7,19,5,75,75
CS-BEOC2-5-25-30-7,100,20,80,14,3,11,26,6,20,5,80,80
CS-BEPA-5-25-30-7,100,20,80,14,3,11,26,6,20,5,80,80
CS-BETSPP-5-25-30-7,100,20,80,14,3,11,26,6,20,5,80,80
CS-CEOC-5-25-30-7,100,28,72,14,4,10,26,8,18,5,72,72
CS-CACA18-5-25-30-7,100,26,74,14,4,10,18,5,13,5,74,74
CS-CAAL27-5-25-30-7,100,33,67,14,4,9,18,6,12,5,67,67
CS-CACOL3-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-CAGL8-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-CAIL2-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-CALA21-5-25-30-7,100,33,67,14,4,9,18,6,12,5,67,67
CS-CAOV2-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-CARSPP-5-25-30-7,100,33,67,14,5,9,18,6,11,5,67,67
CS-CATE9-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-CADE12-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-CELA-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-CECA4-5-25-30-7,100,28,72,14,4,10,18,5,12,5,72,72
CS-CHLA-5-25-30-7,100,54,46,14,7,6,14,8,6,5,46,46
CS-CHNO-5-25-30-7,100,22,78,14,3,11,14,3,11,5,78,78
CS-CHTH2-5-25-30-7,100,23,77,14,3,10,14,3,10,5,77,77
CS-CHCHC4-5-25-30-7,100,34,66,14,5,9,16,6,10,5,66,66
CS-CONU4-5-25-30-7,100,44,56,14,6,8,16,7,9,5,56,56
CS-CRASPP-5-25-30-7,100,44,56,14,6,8,16,8,9,5,56,56
CS-DIVI5-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-FAGR-5-25-30-7,100,23,77,14,3,10,18,4,13,5,77,77
CS-FRAM2-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-FRNI-5-25-30-7,100,28,72,14,4,10,18,5,12,5,72,72
CS-FRPE-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-FRPR-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-FRQU-5-25-30-7,100,26,74,14,4,10,18,5,13,5,74,74
CS-FRASPP-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-GLTR-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-GOLA-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-GYDI-5-25-30-7,100,26,74,14,4,10,18,5,13,5,74,74
CS-HALSPP-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-ILOP-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-JUCI-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-JUNI-5-25-30-7,100,32,68,14,4,9,18,6,12,5,68,68
CS-JUOC-5-25-30-7,100,34,66,14,5,9,16,6,11,5,66,66
CS-JUVI-5-25-30-7,100,31,69,14,4,9,24,8,16,5,69,69
CS-LALA-5-25-30-7,100,26,74,14,4,10,11,3,8,5,74,74
CS-LALY-5-25-30-7,100,37,63,14,5,9,7,3,4,5,63,63
CS-LAOC-5-25-30-7,100,91,9,14,12,1,11,10,1,5,9,9
CS-CADE27-5-25-30-7,100,99,1,14,13,0,24,24,0,5,1,1
CS-LIST2-5-25-30-7,100,42,58,14,6,8,18,8,10,5,58,58
CS-LITU-5-25-30-7,100,37,63,14,5,9,18,7,11,5,63,63
CS-LIDE3-5-25-30-7,100,38,62,14,5,8,18,7,11,5,62,62
CS-MAPO-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-MAAC-5-25-30-7,100,29,71,14,4,10,18,6,12,5,71,71
CS-MAGR4-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-MAMA2-5-25-30-7,100,27,73,14,4,10,18,5,13,5,73,73
CS-MAGSPP-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-MAVI2-5-25-30-7,100,31,69,14,4,9,18,6,12,5,69,69
CS-MALPRU-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-MALSPP-5-25-30-7,100,33,67,14,4,9,18,6,12,5,67,67
CS-MOAL-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
CS-MORU2-5-25-30-7,100,30,70,14,4,10,18,6,12,5,70,70
