RunId,PlotId,MonStatus,MonStatusOrder,TreeSpecies,TreeExpansionFactor,Diameter,TreeHeight,CrownBaseHeight,TreeStatus,CrownClass,CrownRatio,BoleCharHeight,CrownScorch%,ScorchHeight,CKR,BeetleDamage,EquationType,FlLe/ScHt,FS,Severity,BehaveProbability,FOFEMProbability,AbsoluteDifference
575,CS-CHTH2-20-80-10-3,10,3,CHTH2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,36,37,0.277783,
576,CS-CHCHC4-20-80-10-3,10,3,CHCHC4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
577,CS-CONU4-20-80-10-3,10,3,CONU4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,7,7,0.26115,
578,CS-CRASPP-20-80-10-3,10,3,CRASPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,7,7,0.26115,
579,CS-DIVI5-20-80-10-3,10,3,DIVI5,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
580,CS-FAGR-20-80-10-3,10,3,FAGR,100,20,80,,,,10,,,,,,CRNSCH,3,S,,36,37,0.277783,
581,CS-FRAM2-20-80-10-3,10,3,FRAM2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
582,CS-FRNI-20-80-10-3,10,3,FRNI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,22,22,0.468548,
583,CS-FRPE-20-80-10-3,10,3,FRPE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
584,CS-FRPR-20-80-10-3,10,3,FRPR,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
585,CS-FRQU-20-80-10-3,10,3,FRQU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
586,CS-FRASPP-20-80-10-3,10,3,FRASPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
587,CS-GLTR-20-80-10-3,10,3,GLTR,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
588,CS-GOLA-20-80-10-3,10,3,GOLA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
589,CS-GYDI-20-80-10-3,10,3,GYDI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,27,27,0.341932,
590,CS-HALSPP-20-80-10-3,10,3,HALSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
591,CS-ILOP-20-80-10-3,10,3,ILOP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
592,CS-JUCI-20-80-10-3,10,3,JUCI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
593,CS-JUNI-20-80-10-3,10,3,JUNI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
594,CS-JUOC-20-80-10-3,10,3,JUOC,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
595,CS-JUVI-20-80-10-3,10,3,JUVI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
596,CS-LALA-20-80-10-3,10,3,LALA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,27,27,0.341932,
597,CS-LALY-20-80-10-3,10,3,LALY,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.390358,
598,CS-LAOC-20-80-10-3,10,3,LAOC,100,20,80,,,,10,,,,,,CRNSCH,3,S,,1,2,0.43483,
599,CS-CADE27-20-80-10-3,10,3,CADE27,100,20,80,,,,10,,,,,,CRNSCH,3,S,,1,1,0.411085,
600,CS-LIST2-20-80-10-3,10,3,LIST2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,7,8,0.220263,
601,CS-LITU-20-80-10-3,10,3,LITU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.390358,
602,CS-LIDE3-20-80-10-3,10,3,LIDE3,100,20,80,,,,10,,,,,,CRNSCH,3,S,,10,11,0.497339,
603,CS-MAPO-20-80-10-3,10,3,MAPO,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
604,CS-MAAC-20-80-10-3,10,3,MAAC,100,20,80,,,,10,,,,,,CRNSCH,3,S,,21,21,0.405182,
605,CS-MAGR4-20-80-10-3,10,3,MAGR4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
606,CS-MAMA2-20-80-10-3,10,3,MAMA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
607,CS-MAGSPP-20-80-10-3,10,3,MAGSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
608,CS-MAVI2-20-80-10-3,10,3,MAVI2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
609,CS-MALPRU-20-80-10-3,10,3,MALPRU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
610,CS-MALSPP-20-80-10-3,10,3,MALSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,15,0.416403,
611,CS-MOAL-20-80-10-3,10,3,MOAL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
612,CS-MORU2-20-80-10-3,10,3,MORU2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
613,CS-MORSPP-20-80-10-3,10,3,MORSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
614,CS-NYAQ2-20-80-10-3,10,3,NYAQ2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,8,9,0.333266,
615,CS-NYOG-20-80-10-3,10,3,NYOG,100,20,80,,,,10,,,,,,CRNSCH,3,S,,8,9,0.333266,
616,CS-NYBI-20-80-10-3,10,3,NYBI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,8,9,0.333266,
617,CS-OSVI-20-80-10-3,10,3,OSVI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
618,CS-PATO2-20-80-10-3,10,3,PATO2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.390358,
619,CS-PEBO-20-80-10-3,10,3,PEBO,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
620,CS-PIAB-20-80-10-3,10,3,PIAB,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
621,CS-PIEN-20-80-10-3,10,3,PIEN,100,20,80,,,,10,,,,,,CRNSCH,3,S,,52,52,0.111244,
622,CS-PIGL-20-80-10-3,10,3,PIGL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
623,CS-PIMA-20-80-10-3,10,3,PIMA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
624,CS-PIPU-20-80-10-3,10,3,PIPU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
625,CS-PIRU-20-80-10-3,10,3,PIRU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
626,CS-PISI-20-80-10-3,10,3,PISI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,80,80,0,
627,CS-PIAL-20-80-10-3,10,3,PIAL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,16,0.274557,
628,CS-PIAT-20-80-10-3,10,3,PIAT,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
629,CS-PIBA2-20-80-10-3,10,3,PIBA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
630,CS-PICL-20-80-10-3,10,3,PICL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,22,22,0.468548,
631,CS-PICO-20-80-10-3,10,3,PICO,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,16,0.274557,
632,CS-PIEC2-20-80-10-3,10,3,PIEC2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
633,CS-PIEL-20-80-10-3,10,3,PIEL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,9,9,0.341895,
634,CS-PIFL2-20-80-10-3,10,3,PIFL2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
635,CS-PIGL2-20-80-10-3,10,3,PIGL2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,22,22,0.468548,
636,CS-PIJE-20-80-10-3,10,3,PIJE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,6,6,0.236831,
637,CS-PILA-20-80-10-3,10,3,PILA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.316621,
638,CS-PIMO3-20-80-10-3,10,3,PIMO3,100,20,80,,,,10,,,,,,CRNSCH,3,S,,22,22,0.468548,
639,CS-PIPA2-20-80-10-3,10,3,PIPA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,0,0,0,
640,CS-PIPO-20-80-10-3,10,3,PIPO,100,20,80,,,,10,,,,,,CRNSCH,3,S,,6,6,0.236831,
641,CS-PIPU5-20-80-10-3,10,3,PIPU5,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
642,CS-PIRE-20-80-10-3,10,3,PIRE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,15,0.416403,
643,CS-PIRI-20-80-10-3,10,3,PIRI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
644,CS-PISA2-20-80-10-3,10,3,PISA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
645,CS-PISE-20-80-10-3,10,3,PISE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,7,7,0.26115,
646,CS-PIST-20-80-10-3,10,3,PIST,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
647,CS-PISY-20-80-10-3,10,3,PISY,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
648,CS-PITA-20-80-10-3,10,3,PITA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,10,11,0.497339,
649,CS-PIVI2-20-80-10-3,10,3,PIVI2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
650,CS-PLOC-20-80-10-3,10,3,PLOC,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
651,CS-POBA2-20-80-10-3,10,3,POBA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
652,CS-POGR4-20-80-10-3,10,3,POGR4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
653,CS-POHE4-20-80-10-3,10,3,POHE4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.390358,
654,CS-POTR12-20-80-10-3,10,3,POTR12,100,20,80,,,,10,,,,,,CRNSCH,3,S,,1,43,41.5223,
655,CS-PRAM-20-80-10-3,10,3,PRAM,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
656,CS-PREM-20-80-10-3,10,3,PREM,100,20,80,,,,10,,,,,,CRNSCH,3,S,,7,7,0.26115,
657,CS-PRPE2-20-80-10-3,10,3,PRPE2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
658,CS-PRSE2-20-80-10-3,10,3,PRSE2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
659,CS-PRVI-20-80-10-3,10,3,PRVI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
660,CS-PSME-20-80-10-3,10,3,PSME,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,12,0.438226,
661,CS-QUAG-20-80-10-3,10,3,QUAG,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,11,0.390358,
662,CS-QUBI-20-80-10-3,10,3,QUBI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
663,CS-QUCH2-20-80-10-3,10,3,QUCH2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,38,39,0.461758,
664,CS-QUDU-20-80-10-3,10,3,QUDU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
665,CS-QUEL-20-80-10-3,10,3,QUEL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
666,CS-QUFA-20-80-10-3,10,3,QUFA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,15,0.261139,
667,CS-QUGA4-20-80-10-3,10,3,QUGA4,100,20,80,,,,10,,,,,,CRNSCH,3,S,,30,30,0.181246,
668,CS-QUIM-20-80-10-3,10,3,QUIM,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
669,CS-QUIN-20-80-10-3,10,3,QUIN,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
670,CS-QUKE-20-80-10-3,10,3,QUKE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
671,CS-QULA2-20-80-10-3,10,3,QULA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
672,CS-QULA3-20-80-10-3,10,3,QULA3,100,20,80,,,,10,,,,,,CRNSCH,3,S,,21,21,0.405182,
673,CS-QULO-20-80-10-3,10,3,QULO,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,15,0.416403,
674,CS-QULY-20-80-10-3,10,3,QULY,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
675,CS-QUMA2-20-80-10-3,10,3,QUMA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
676,CS-QUMI-20-80-10-3,10,3,QUMI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,13,13,0.494174,
677,CS-QUMU-20-80-10-3,10,3,QUMU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
678,CS-QUNI-20-80-10-3,10,3,QUNI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,21,21,0.405182,
679,CS-QUTE-20-80-10-3,10,3,QUTE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,28,29,0.273524,
680,CS-QUPA2-20-80-10-3,10,3,QUPA2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
681,CS-QUPH-20-80-10-3,10,3,QUPH,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
682,CS-QURU-20-80-10-3,10,3,QURU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
683,CS-QUSH-20-80-10-3,10,3,QUSH,100,20,80,,,,10,,,,,,CRNSCH,3,S,,20,20,0.398874,
684,CS-QUESPP-20-80-10-3,10,3,QUESPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,14,0.0988252,
685,CS-QUST-20-80-10-3,10,3,QUST,100,20,80,,,,10,,,,,,CRNSCH,3,S,,14,15,0.261139,
686,CS-QUVI-20-80-10-3,10,3,QUVI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,15,15,0.416403,
687,CS-QUWI2-20-80-10-3,10,3,QUWI2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,23,24,0.408493,
688,CS-ROPS-20-80-10-3,10,3,ROPS,100,20,80,,,,10,,,,,,CRNSCH,3,S,,11,12,0.127241,
689,CS-SABE2-20-80-10-3,10,3,SABE2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
690,CS-SANI-20-80-10-3,10,3,SANI,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
691,CS-SALSPP-20-80-10-3,10,3,SALSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,17,0.107057,
692,CS-SOAM3-20-80-10-3,10,3,SOAM3,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
693,CS-TABR2-20-80-10-3,10,3,TABR2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,36,37,0.277783,
694,CS-TADI2-20-80-10-3,10,3,TADI2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,36,37,0.277783,
695,CS-TAAS-20-80-10-3,10,3,TAAS,100,20,80,,,,10,,,,,,CRNSCH,3,S,,16,16,0.133663,
696,CS-THOC2-20-80-10-3,10,3,THOC2,100,20,80,,,,10,,,,,,CRNSCH,3,S,,36,37,0.277783,
697,CS-THPL-20-80-10-3,10,3,THPL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,22,22,0.468548,
698,CS-TIAM-20-80-10-3,10,3,TIAM,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
699,CS-TSCA-20-80-10-3,10,3,TSCA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
700,CS-TSHE-20-80-10-3,10,3,TSHE,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
701,CS-TSME-20-80-10-3,10,3,TSME,100,20,80,,,,10,,,,,,CRNSCH,3,S,,17,18,0.303376,
702,CS-ULAL-20-80-10-3,10,3,ULAL,100,20,80,,,,10,,,,,,CRNSCH,3,S,,27,27,0.341932,
703,CS-ULAM-20-80-10-3,10,3,ULAM,100,20,80,,,,10,,,,,,CRNSCH,3,S,,27,27,0.341932,
704,CS-ULPU-20-80-10-3,10,3,ULPU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,19,19,0.447058,
705,CS-ULRU-20-80-10-3,10,3,ULRU,100,20,80,,,,10,,,,,,CRNSCH,3,S,,26,26,0.0259344,
706,CS-ULMSPP-20-80-10-3,10,3,ULMSPP,100,20,80,,,,10,,,,,,CRNSCH,3,S,,18,19,0.452842,
707,CS-ULTH-20-80-10-3,10,3,ULTH,100,20,80,,,,10,,,,,,CRNSCH,3,S,,24,25,0.22348,
708,CS-UMCA-20-80-10-3,10,3,UMCA,100,20,80,,,,10,,,,,,CRNSCH,3,S,,34,35,0.0220418,
709,CS-ABAM-20-80-80-3,80,3,ABAM,100,20,80,,,,80,,,,,,CRNSCH,3,S,,12,13,0.0771179,
710,CS-ABBA-20-80-80-3,80,3,ABBA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,27,27,0.341932,
711,CS-ABCO-20-80-80-3,80,3,ABCO,100,20,80,,,,80,,,,,,CRNSCH,3,S,,2,3,0.0923009,
712,CS-ABGR-20-80-80-3,80,3,ABGR,100,20,80,,,,80,,,,,,CRNSCH,3,S,,15,16,0.488058,
713,CS-ABLA-20-80-80-3,80,3,ABLA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,15,16,0.488058,
714,CS-ABMA-20-80-80-3,80,3,ABMA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,9,9,0.0421437,
715,CS-ABPR-20-80-80-3,80,3,ABPR,100,20,80,,,,80,,,,,,CRNSCH,3,S,,14,14,0.0988252,
716,CS-ACBA3-20-80-80-3,80,3,ACBA3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,30,30,0.181246,
717,CS-ACMA3-20-80-80-3,80,3,ACMA3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,38,39,0.461758,
718,CS-ACNE2-20-80-80-3,80,3,ACNE2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,23,24,0.408493,
719,CS-ACNI5-20-80-80-3,80,3,ACNI5,100,20,80,,,,80,,,,,,CRNSCH,3,S,,22,22,0.468548,
720,CS-ACPE-20-80-80-3,80,3,ACPE,100,20,80,,,,80,,,,,,CRNSCH,3,S,,14,14,0.0988252,
721,CS-ACSA2-20-80-80-3,80,3,ACSA2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,27,27,0.341932,
722,CS-ACSA3-20-80-80-3,80,3,ACSA3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,24,25,0.22348,
723,CS-ACSP2-20-80-80-3,80,3,ACSP2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
724,CS-AEGL-20-80-80-3,80,3,AEGL,100,20,80,,,,80,,,,,,CRNSCH,3,S,,21,21,0.405182,
725,CS-AEFL-20-80-80-3,80,3,AEFL,100,20,80,,,,80,,,,,,CRNSCH,3,S,,11,11,0.390358,
726,CS-AIAL-20-80-80-3,80,3,AIAL,100,20,80,,,,80,,,,,,CRNSCH,3,S,,11,11,0.390358,
727,CS-ALRH2-20-80-80-3,80,3,ALRH2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,48,49,0.392923,
728,CS-ALRU2-20-80-80-3,80,3,ALRU2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,48,49,0.392923,
729,CS-AMAR3-20-80-80-3,80,3,AMAR3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,11,11,0.390358,
730,CS-ARME-20-80-80-3,80,3,ARME,100,20,80,,,,80,,,,,,CRNSCH,3,S,,7,8,0.220263,
731,CS-BEAL2-20-80-80-3,80,3,BEAL2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,27,27,0.341932,
732,CS-BELE-20-80-80-3,80,3,BELE,100,20,80,,,,80,,,,,,CRNSCH,3,S,,28,29,0.273524,
733,CS-BENI-20-80-80-3,80,3,BENI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,30,30,0.181246,
734,CS-BEOC2-20-80-80-3,80,3,BEOC2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,48,49,0.392923,
735,CS-BEPA-20-80-80-3,80,3,BEPA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,48,49,0.392923,
736,CS-BETSPP-20-80-80-3,80,3,BETSPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,48,49,0.392923,
737,CS-CEOC-20-80-80-3,80,3,CEOC,100,20,80,,,,80,,,,,,CRNSCH,3,S,,22,22,0.468548,
738,CS-CACA18-20-80-80-3,80,3,CACA18,100,20,80,,,,80,,,,,,CRNSCH,3,S,,28,29,0.273524,
739,CS-CAAL27-20-80-80-3,80,3,CAAL27,100,20,80,,,,80,,,,,,CRNSCH,3,S,,15,15,0.416403,
740,CS-CACOL3-20-80-80-3,80,3,CACOL3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,20,20,0.398874,
741,CS-CAGL8-20-80-80-3,80,3,CAGL8,100,20,80,,,,80,,,,,,CRNSCH,3,S,,20,20,0.398874,
742,CS-CAIL2-20-80-80-3,80,3,CAIL2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,21,21,0.405182,
743,CS-CALA21-20-80-80-3,80,3,CALA21,100,20,80,,,,80,,,,,,CRNSCH,3,S,,15,15,0.416403,
744,CS-CAOV2-20-80-80-3,80,3,CAOV2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
745,CS-CARSPP-20-80-80-3,80,3,CARSPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,14,15,0.261139,
746,CS-CATE9-20-80-80-3,80,3,CATE9,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
747,CS-CADE12-20-80-80-3,80,3,CADE12,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
748,CS-CELA-20-80-80-3,80,3,CELA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,21,21,0.405182,
749,CS-CECA4-20-80-80-3,80,3,CECA4,100,20,80,,,,80,,,,,,CRNSCH,3,S,,22,22,0.468548,
750,CS-CHLA-20-80-80-3,80,3,CHLA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,4,4,0.208483,
751,CS-CHNO-20-80-80-3,80,3,CHNO,100,20,80,,,,80,,,,,,CRNSCH,3,S,,42,42,0.378223,
752,CS-CHTH2-20-80-80-3,80,3,CHTH2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,36,37,0.277783,
753,CS-CHCHC4-20-80-80-3,80,3,CHCHC4,100,20,80,,,,80,,,,,,CRNSCH,3,S,,14,14,0.0988252,
754,CS-CONU4-20-80-80-3,80,3,CONU4,100,20,80,,,,80,,,,,,CRNSCH,3,S,,7,7,0.26115,
755,CS-CRASPP-20-80-80-3,80,3,CRASPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,7,7,0.26115,
756,CS-DIVI5-20-80-80-3,80,3,DIVI5,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,17,0.107057,
757,CS-FAGR-20-80-80-3,80,3,FAGR,100,20,80,,,,80,,,,,,CRNSCH,3,S,,36,37,0.277783,
758,CS-FRAM2-20-80-80-3,80,3,FRAM2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,16,0.133663,
759,CS-FRNI-20-80-80-3,80,3,FRNI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,22,22,0.468548,
760,CS-FRPE-20-80-80-3,80,3,FRPE,100,20,80,,,,80,,,,,,CRNSCH,3,S,,18,19,0.452842,
761,CS-FRPR-20-80-80-3,80,3,FRPR,100,20,80,,,,80,,,,,,CRNSCH,3,S,,20,20,0.398874,
762,CS-FRQU-20-80-80-3,80,3,FRQU,100,20,80,,,,80,,,,,,CRNSCH,3,S,,28,29,0.273524,
763,CS-FRASPP-20-80-80-3,80,3,FRASPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,16,0.133663,
764,CS-GLTR-20-80-80-3,80,3,GLTR,100,20,80,,,,80,,,,,,CRNSCH,3,S,,19,19,0.447058,
765,CS-GOLA-20-80-80-3,80,3,GOLA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,19,19,0.447058,
766,CS-GYDI-20-80-80-3,80,3,GYDI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,27,27,0.341932,
767,CS-HALSPP-20-80-80-3,80,3,HALSPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,19,19,0.447058,
768,CS-ILOP-20-80-80-3,80,3,ILOP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,16,0.133663,
769,CS-JUCI-20-80-80-3,80,3,JUCI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,17,0.107057,
770,CS-JUNI-20-80-80-3,80,3,JUNI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,16,17,0.107057,
771,CS-JUOC-20-80-80-3,80,3,JUOC,100,20,80,,,,80,,,,,,CRNSCH,3,S,,14,14,0.0988252,
772,CS-JUVI-20-80-80-3,80,3,JUVI,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
773,CS-LALA-20-80-80-3,80,3,LALA,100,20,80,,,,80,,,,,,CRNSCH,3,S,,27,27,0.341932,
774,CS-LALY-20-80-80-3,80,3,LALY,100,20,80,,,,80,,,,,,CRNSCH,3,S,,11,11,0.390358,
775,CS-LAOC-20-80-80-3,80,3,LAOC,100,20,80,,,,80,,,,,,CRNSCH,3,S,,1,2,0.43483,
776,CS-CADE27-20-80-80-3,80,3,CADE27,100,20,80,,,,80,,,,,,CRNSCH,3,S,,1,1,0.411085,
777,CS-LIST2-20-80-80-3,80,3,LIST2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,7,8,0.220263,
778,CS-LITU-20-80-80-3,80,3,LITU,100,20,80,,,,80,,,,,,CRNSCH,3,S,,11,11,0.390358,
779,CS-LIDE3-20-80-80-3,80,3,LIDE3,100,20,80,,,,80,,,,,,CRNSCH,3,S,,10,11,0.497339,
780,CS-MAPO-20-80-80-3,80,3,MAPO,100,20,80,,,,80,,,,,,CRNSCH,3,S,,20,20,0.398874,
781,CS-MAAC-20-80-80-3,80,3,MAAC,100,20,80,,,,80,,,,,,CRNSCH,3,S,,21,21,0.405182,
782,CS-MAGR4-20-80-80-3,80,3,MAGR4,100,20,80,,,,80,,,,,,CRNSCH,3,S,,24,25,0.22348,
783,CS-MAMA2-20-80-80-3,80,3,MAMA2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,24,25,0.22348,
784,CS-MAGSPP-20-80-80-3,80,3,MAGSPP,100,20,80,,,,80,,,,,,CRNSCH,3,S,,18,19,0.452842,
785,CS-MAVI2-20-80-80-3,80,3,MAVI2,100,20,80,,,,80,,,,,,CRNSCH,3,S,,17,18,0.303376,
